nivel,entidad,programa,subprograma,anho,monto,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,26- *,0- *,2011,1469769791,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,11- GUARDA Y CUSTODIA DE RECLUSOS,2013,1458997733,,
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2013,1458464202,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,6- - ALUMNOS CAPACITADOS,"1- CAPACITACION EN ALTOS ESTUDIOS ESTRATEGICOS DE DEFENSA Y DESARROLLO ECONOMICO NACIONAL.
ESTUDIAR COMO AFECTARA AL IAEE LA REESTRUCTURACION DEL CONSEJO NACIONAL DE LA DEFENSA.
ELABORAR LOS MANUALES DE FUNCIONES  Y PROCEDIMIENTOS Y EL REGLAMENTO INTERNO.
 (...)",2013,1455530443,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,5- *,4- *,2014,1451729540,,
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,"17- NECESIDAD DE CONTAR CON UNA FORMACION TECNICA Y HUMANA PARA LOS JOVENES DE LA ZONA.
",2012,1451246300,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,3- *,1- *,2014,1447969737,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,16- - ALUMNOS FORMADOS EN EL AREA MUSICAL Y ARTISTICA,3- *,2011,1444325619,,
14-CONTRALORÍA GENERAL DE LA REPÚBLICA,01-CONTRALORÍA GENERAL DE LA REPÚBLICA,1- CONSISTE EN EJERCER EL CONTROL GUBERNAMENTAL MEDIANTE AUDITORIAS Y ACTIVIDADES DE CONTROL A TODOS LOS ORGANISMOS Y ENTIDADES DEL ESTADO.  MANTENER ACTUALIZADAS LA NORMATIVAS REFERENTES A LAS ACTIVIDADES DE CONTROL - AMPLIAR LA COBERTURA DEL EJERCICIO DE (...),"2- SUBPROGRAMA ORIENTADO A FORTALECER LAS CAPACIDADES INTERNAS Y EXTERNAS DE LOS FUNCIONARIOS DE LA CGR, ASI COMO DE LOS FUNCIONARIOS DE OTROS OEE.",2015,1443693888,,
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,1- *,2- AYUDA PARA ESTUDIANTES DE LA CARRERA DE MEDICINA EN CUBA,2011,1437938846,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,"8- - PLANIFICACIÓN, PROGRAMACIÓN Y ELABORACIÓN DE PROYECTOS DE   CONSTRUCCIÓN Y MANTENIMIENTO DE CAMINOS VECINALES EN LA REPÚBLICA,   POR ADMINISTRACIÓN DIRECTA, POR TERCEROS Y A TRAVÉS DE LAS JUNTAS   VIALES REGIONALES, LOGRADOS.  
- CONVENIOS CON GOBIERN (...)",0- *,2011,1436708348,,
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,1- *,5- ESTE SECTOR TENDRA COMO MISIÓN FUNDAMENTAL LA DE ATENDER A LOS SECTORES VULNERABLES DE LA SOCIEDAD ASISTIENDO A PERSONAS MITIGANDO LA EXTREMA POBREZA EXISTENTES EN LA POBLACIÓN Y EN LAS COMUNIDADES INDIGENAS. COMO ASI TAMBIEN BUSCAR LA IGUALDAD Y EQUIDA (...),2015,1434749340,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,1- *,2013,1434671681,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,2- *,1- *,2013,1430314955,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"3- -ATENCIÓN MÉDICA BRINDADA A LA COMUNIDAD
-ACTIVIDADES DE EXTENSIÓN UNIVERSITARIA REALIZADAS
-CAMPO DE PRÁCTICAS HOSPITALARIAS PARA LAS ACTIVIDADES DOCENTES, ASISTENCIALES Y DE INVESTIGACIÓN PROVEÍDOS",6- ESPECIALIZACION DE PROFESIONALES DE LA SALUD,2013,1430167233,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2012,1427414250,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,4- *,0- *,2011,1421995496,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2013,1421368300,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,12- GUARDA Y CUSTODIA DE RECLUSOS,2012,1421211648,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,24- *,2011,1420315434,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,2- *,1- *,2012,1419521420,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,1- *,2011,1417537553,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- INFORMATIZACION DE DATOS DE REGISTROS INMUEBLES DE TODO EL PAIS. CANTIDAD APROXIMADA 300.000,"1- -ESTABLECIMIENTO DEL MARCO LEGAL Y BASES TÉCNICAS PARA LA FORMACIÓN DEL CATASTRO REGISTRAL.
-MODERNIZACIÓN DEL SISTEMA DE REGISTRO.
-MODERNIZACIÓN DEL SISTEMA DE CATASTRO.",2014,1413983116,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,1- *,9- SOSTENIBILIDAD DE LOS PROYECTOS DE INVERSION RURAL,2011,1412370348,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,15- *,0- *,2012,1411828134,,
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,"17- NECESIDAD DE CONTAR CON UNA FORMACION TECNICA Y HUMANA PARA LOS JOVENES DE LA ZONA.
",2014,1410949994,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,11- GUARDA Y CUSTODIA DE RECLUSOS,2012,1410936931,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,20-INSTITUTO FORESTAL NACIONAL,3- *,0- *,2012,1410112485,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,8- CARRERAS DE LA EDUCACIÓN SUPERIOR EVALUADAS Y ACREDITADAS A TRAVÉS DE MODELOS DEL MERCOSUR Y NACIONAL PARA GRADO Y POSGRADOS.,0- 0,2012,1409734644,,
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,4- *,0- *,2012,1408622035,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,3- *,1- *,2013,1408242359,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,6- *,1- *,2014,1407919805,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,12- *,1- *,2012,1406695515,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,4- SSSS,1- *,2011,1403856449,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,"3- GUARDA Y CUSTODIA DE MUJERES QUE VIOLAN LAS LEYES
",2013,1402289739,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,10- *,2011,1402097116,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,7- *,1- *,2013,1399839717,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,06-INSTITUTO PARAGUAYO DEL INDÍGENA,1- *,7- *,2013,1399522500,,
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,1- *,2- *,2015,1393904757,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,6- - ALUMNOS CAPACITADOS,"2- ENSEÑANZA DE IDIOMAS A MILITARES EXTENSIVO A CIVILES.
ELABORAR LOS MANUALES DE FUNCIONES Y PROCEDIMIENTOS Y EL REGLAMENTO INTERNO.
RENOVAR EL LABORATORIO INFORMATICO DE ENSEÑANZA.
ADQUISICION DE EQUIPOS DE OFICINA Y COMPUTACION.
MANTENER, REPARAR, Y CON (...)",2014,1393271135,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,6- - ALUMNOS CAPACITADOS,"1- CAPACITACION EN ALTOS ESTUDIOS ESTRATEGICOS DE DEFENSA Y DESARROLLO ECONOMICO NACIONAL.
ESTUDIAR COMO AFECTARA AL IAEE LA REESTRUCTURACION DEL CONSEJO NACIONAL DE LA DEFENSA.
ELABORAR LOS MANUALES DE FUNCIONES  Y PROCEDIMIENTOS Y EL REGLAMENTO INTERNO.
 (...)",2012,1391799799,,
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,3- COORDINAR ACCIONES CON LA OCTAVA REGION SANITARIA Y EL CEPRA A FIN DE AUMENTAR LA COBERTURA DE LOS SERVICIOS DE SALUD A LOS SECTORES MAS VULNERABLES DEL DEPARTAMENTO A TRAVES DE ATENCIONES INTEGRADAS PARA MEJORAR LAS CONDICIONES DE VIDA DE LA POBLACION  (...),2014,1391773105,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,28- *,2013,1388026962,,
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,"2- DICTAR ORDENANZAS, RESOLUCIONES Y PRESTAR ACUERDOS DEL DEPARTAMENTO.",0- *,2012,1387913225,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,"2- -ESTUDIOS Y PROYECTOS ELABORADOS. 
-POLITICAS LEGISLATIVAS DE INTEGRACIÓN IMPLEMENTADAS.
-REUNIONES REALIZADAS CON OTROS PAISES.",0- *,2016,1387011146,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,"01-INSTITUTO NACIONAL DE TECNOLOGÍA, NORMALIZACIÓN Y METROLOGIA","1- NUMERO DE OTORGAMIENTO DE MARCAS ONC. NUMERO DE CERTIFICACION DE PERSONAS, PRODUCTOS Y SISTEMAS OTORGADAS.NUMERO DE ENSAYOS Y ANALISIS LABORATORIALES OTORGADOS.NUMERO DE SERVICIOS DE VERIFICACION, FISCALIZACIÓN, CONTROL Y MUESTREO, REALIZADOS. NUMERO DE (...)",0- *,2016,1378529788,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,"1- SON LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL, VOLVER A SUS PRODUCTOS Y SUBPRODUCTOS MAS COMPETITIVOS GARANTIZANDO SU INOCUIDAD PARA EL CONSUM (...)","8- ES LA APLICACION DE BUENAS PRACTICAS EN PRODUCCION ANIMAL, ENFOCADAS EN EL BIENESTAR ANIMAL, REPRODUCCION Y MEJORAMIENTO GENETICO Y SIRVE PARA EL MEJORAMIENTO DE LA CALIDAD ANIMAL",2013,1378356998,,
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,3- COORDINAR ACCIONES CON LA OCTAVA REGION SANITARIA Y EL CEPRA A FIN DE AUMENTAR LA COBERTURA DE LOS SERVICIOS DE SALUD A LOS SECTORES MAS VULNERABLES DEL DEPARTAMENTO A TRAVES DE ATENCIONES INTEGRADAS PARA MEJORAR LAS CONDICIONES DE VIDA DE LA POBLACION  (...),2012,1378275156,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,"3- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2015,1376808124,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,2- *,1- *,2011,1375141332,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,9- *,2015,1373583447,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",7- SERVICIO DE TRANSPORTE AEREO MILITAR,2015,1371499237,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",5- *,2012,1367754201,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,"1- SON LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL, VOLVER A SUS PRODUCTOS Y SUBPRODUCTOS MAS COMPETITIVOS GARANTIZANDO SU INOCUIDAD PARA EL CONSUM (...)",4- OFRECER ALIMENTOS DE ORIGEN ANIMAL INOCUOS PARA CONSUMO HUMANO Y ANIMAL,2014,1365901452,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,2- *,0- *,2012,1365531177,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,6- - ALUMNOS CAPACITADOS,"2- ENSEÑANZA DE IDIOMAS A MILITARES EXTENSIVO A CIVILES.
ELABORAR LOS MANUALES DE FUNCIONES Y PROCEDIMIENTOS Y EL REGLAMENTO INTERNO.
RENOVAR EL LABORATORIO INFORMATICO DE ENSEÑANZA.
ADQUISICION DE EQUIPOS DE OFICINA Y COMPUTACION.
MANTENER, REPARAR, Y CON (...)",2012,1361791586,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,9- *,1- *,2011,1360598591,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",6- *,2012,1356703159,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"1- -RECURSOS HUMANOS CAPACITADOS.
-REDUCCION DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.",0- *,2016,1356151060,,
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,"2- DICTAR ORDENANZAS, RESOLUCIONES Y PRESTAR ACUERDOS DEL DEPARTAMENTO.",0- *,2013,1353788431,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"1- - 1 PRESTACIÓN DE SERVICIOS ACÁDEMICOS Y CIENTÍFICOS 64.027 SERVICIOS 12.629.025.560.
- 2 CURSOS DE ESPECIALIZACIÓN Y POSTGRADO 1.158 ALUMNOS 1.239.165.269.
- 3 EXTENSIÓN UNIVERSITARIA E INVESTIGACIÓN CIENTÍFICA 2 INVESTIGACIONES 224.783.996.
- 4 INCENT (...)",6- *,2012,1351210991,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.",9- FORMACION DE ALUMNOS DE POSTGRADO.,2015,1349805733,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,6- *,1- *,2013,1348325769,,
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2012,1348241686,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,6- TOTAL DE ALUMNOS CAPACITADOS EN EL AREA DEL DERECHO POR AÑO.,"3- FORMAR PROFESIONALES EN EL CAMPO DE LAS CIENCIAS JURIDICAS, A FIN DE INSERTARSE EN EL MERCADO LABORAL LOCAL Y REGIONAL.",2011,1345610615,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,"4- - ARCHIVO Y BIBLIOTECA DE LA REPARTICIÓN SISTEMATIZADOS.
- SERVICIOS Y RELACIONES ENTRE LAS EMPRESAS NAVIERAS PRIVADAS Y LAS DEL ESTADO COORDINADAS.
- TASAS POR HABILITACIÓN, REGISTRACIÓN Y EMISIÓN DE CERTIFICADO PERCIBIDAS
- PREPARACIÓN DEL PERSONAL MA (...)",0- *,2013,1344217232,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,1- *,6- *,2011,1343566188,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,2- *,22- *,2015,1340794472,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,7- TOTAL DE ALUMNOS FORMADOS EN EL AREA DE LAS CIENCIAS AGROPECUARIAS POR AÑO.,1- *,2011,1340150328,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",4- *,2014,1339206034,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,7- GUARDA Y CUSTODIA DE RECLUSOS,2011,1337778348,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,1- *,4- *,2015,1337519683,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,14- *,1- *,2014,1337070280,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,5- *,7- *,2013,1336995473,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,8- *,2- *,2014,1335564809,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,10- *,2014,1332538613,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2015,1331563582,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,1- *,"3- PROMOVER EL CRECIMIENTO DE LA PRODUCCION AGROPECUARIA PARA GENERAR VOLUMENES EXCEDENTES PARA EXPORTACION, SE CONSOLIDA LOS AVANCES GENETICOS Y SANITARIOS PROPICIANDO POLITICAS Y PROGRAMAS DE AUMENTO DE FORTALECER LA PRODUCTIVIDAD, CALIDAD Y SANIDAD DE L (...)",2011,1330212079,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,3- *,1- *,2011,1326514876,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,3- FORMACIÓN DE PROFESIONALES QUE ASUMAN EL COMPROMISO DE MANTENER LOS ALTOS VALORES HUMANOS Y LA ÉTICA PROFESIONAL EN EL MARCO DE SUS RESPONSABILIDADES LEGALES Y LA BÚSQUEDA CONSTANTE DEL BIEN COMÚN. ESTÉN ENTRENADOS PARA TRABAJAR EN EQUIPO E INTERDISCIPL (...),"2- FACULTAD DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS, CARRERA DE CIENCIAS CONTABLES.-",2013,1324898371,,
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,2- *,0- *,2012,1324481326,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - IMPLEMENTAR LA POLITICA DE APOYO INDUSTRIAL Y CONCERTARLA CON   SECTORES PRODUCTIVOS.
- APOYAR AL CONSEJO DE INVERSIONES EN TODAS LAS DILIGENCIAS   NECESARIAS
- REALIZAR EL ACTA DE LAS REUNIONES DEL CONSEJO Y TRAMITAR ANTE LAS   INSTITUCIONES DEL ESTA (...)",2- *,2012,1322899576,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"2- - PROFESIONALES FORMADOS EN EL ÁREA TÉCNICA
",5- *,2016,1322713984,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,10-COMISIÓN NACIONAL DE TELECOMUNICACIONES,1- *,1- ENCARGADO DE CONTROLAR Y VERIFICAR EL ESPECTRO RADIOELECTRICO,2011,1320323724,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,2- FORMACIÓN DE PROFESIONALES QUE ASUMAN EL COMPROMISO DE MANTENER LOS ALTOS VALORES HUMANOS Y LA ÉTICA PROFESIONAL EN EL MARCO DE SUS RESPONSABILIDADES LEGALES Y LA BÚSQUEDA CONSTANTE DEL BIEN COMÚN. ESTÉN ENTRENADOS PARA TRABAJAR EN EQUIPO E INTERDISCIPL (...),"2- FACULTAD DE CIENCIAS AGRARIAS, CARRERA DE LICENCIATURA EN ADMINISTRACION AGROPECUARIA.-",2013,1316723611,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,5- *,5- *,2012,1315974456,,
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,"2- DICTAR ORDENANZAS, RESOLUCIONES Y PRESTAR ACUERDOS DEL DEPARTAMENTO.",0- *,2014,1315841335,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,7- *,"4- ES UNA PLATAFORMA PARA LA EJECUCIÓN DE POLITICAS DE BIOTECNOLOGIAS Y BIOSEGURIDAD A TRAVES DEL DESARROLLO DE PROCESOS DE EVALUACIONES TECNICO CIENTIFICAS, APLICACIÓN DE NORMAS DE BIOSEGURIDAD, DICTAMENES PARA LA TOMA DE DECICIONES, SISTEMATIZACIONES PAR (...)",2013,1314453657,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,"4- - INFORME DE EVALUACIÓN DE TALLERES Y CURSOS. 
- DISEÑO DE UN PLAN ESTRATEGICO DEPARTAMENTAL.  
- ORGANIZACIÓNES JUVENILES ASISTIDAS. 
- FOROS JUVENILES EN LOS DISTINTOS DEPARTAMENTOS.
- INFORMES SOBRE JORNADAS JUVENILES INTER-MINISTERIALES.
- PUBLICACI (...)",0- *,2013,1313041103,,
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,1- *,3- *,2012,1311989957,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"2- - PROFESIONALES FORMADOS EN EL ÁREA TÉCNICA
",4- *,2016,1311081709,,
