nivel,entidad,programa,subprgrama,monto,,,
12-PODER EJECUTIVO,"16-MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL",1- *,1- *,39110248354,,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,"1- UN INDICADOR CUALITATIVO RESULTA DIFICIL DE ESTABLECER EN ESTAS CIRCUNSTANCIAS, SIN EMBARGO LA VALORACIÓN DEL TRABAJO EN MATERIA DE ADMINISTRACIÓN Y COORDINACIÓN GENERAL ES LA ORGANIZACIÓN Y FUNCIONAMIENTO DE LAS INSTALACIONES DEL CONGRESO EN CONDICIONE (...)",0- *,38799979973,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",78- *,38369870178,,,
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,1- *,38050381767,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",16- APLICAR ESTRATEGIAS INTEGRALES Y COORDINADAS EN EL AREA ALIMENTARIA Y NUTRICIONAL. FORTALECER LA COORDINACION INTRA E INTERINSTITUCIONAL E INTERSECTORIAL PARA EL DESARROLLO DE ACCIONES EN EL AREA ALIMENTARIA Y NUTRICIONAL. DESARROLLAR INSTRUMENTOS Y ME (...),36947007188,,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,2- *,7- *,36843973702,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",59- *,36757465126,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",48- *,36442191573,,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,2- *,11- *,36047933361,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"4- - REDUCCION DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
- REDUCCION DEL TIEMPO DE PROCESAMIENTO DE PAGO DE LAS OBLIGACIONES CONTRAIDAS.
- MEJORA EN LA CALIDAD Y OPORTUNIDAD EN LA EMISION DE LA INFORMACION ESPERADOS.",0- *,35490078180,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,7- *,35486123041,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",62- *,34925130657,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"2- - PORCENTAJE DE LAS PERSONAS QUE ACCEDEN A CONDICIONES DE SANEAMIENTO AMBIENTAL EN COMUNIDADES RURALES DE MENOS DE 10.000 HABITANTES Y EN COMUNIDADES INDÍGENAS POR DEPARTAMENTOS Y DISTRITOS.
- PORCENTAJE DE LAS PERSONAS QUE ACCEDEN AL AGUA POTABLE EN CO (...)","1- LOGRAR LA PARTICIPACION COMUNITARIA EN LA PLANEACIÓN, EJECUCION Y CONTINUIDAD DE LAS OBRAS Y LOGRAR LA SOSTENIBILIDAD ADMINISTRATIVA DE LAS JUNTAS DE SANEAMIENTO.",34903707608,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",24- *,34554789950,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,2- *,3- *,34090638998,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,21-SECRETARÍA DEL AMBIENTE,1- *,0- *,33460964508,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",31- *,33019709156,,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"1- -NUMEROS DE CARRERAS ACREDITADAS SEGUN CONVOCATORIA DE ANEAES 
-NUMEROS DE NUEVAS CARRERAS HABILITADAS
-PORCENTAJE DE TITULACION DE CARRERAS 
-GRADO DE SATISFACCION DE LOS EGRESADOS
-NUMERO DE POSTITULO Y POSTGRADO DESARROLLADOS
-NUMERO DE DOCENTES E IN (...)",4- *,32856896581,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,2- *,24- *,32246808847,,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,"3- REESTRUCTURAR, REORIENTAR Y REDEFINIR EL MARCO LEGAL DE LA POLITICA MIGRATORIA NACIONAL Y PROFESIONALIZAR A LOS RECURSOS HUMANOS DE LA DIRECCIÓN GENERAL DE MIGRACIONES.
CONTRIBUIR A LA SEGURIDAD Y AL DESARROLLO NACIONAL, PROMOVIENDO LA CORRIENTE POBLACI (...)",0- *,31626495678,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,20-INSTITUTO FORESTAL NACIONAL,"1- CONSISTE EN ADMINISTRAR EFICIENTEMENTE LOS RECURSOS CON QUE CUENTA LA INSTITUCIÓN CONFORME A LAS DISPOSICIONES LEGALES VIGENTES, A LOS EFECTOS DE AFIANZAR EL CUMPLIMIENTO DE LOS OBJETIVOS INSTITUCIONALES",0- *,31304783303,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"7- - REDUCCION DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
- REDUCCION DEL TIEMPO DE PROCESAMIENTO DE PAGO DE LAS OBLIGACIONES CONTRAIDAS.
- MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
- ME (...)",0- *,31175925534,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,2- *,25- *,31008346983,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,1- *,9- *,30796198959,,,
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,"1- FISCALIAS PENALES 
VELAR POR EL RESPETO DE LOS DERECHOS Y GARANTIAS CONSTITUCIONALES.
PROMOVER LA ACCION PARA DEFENDER EL PATRIMONIO PUBLICO Y SOCIAL DEL MADIO AMBIENTE Y DE LOS OTROS INTERESES DIFUSOS Y DE LOS DERECHOS DE LOS PUEBLOS INDIGENAS.
EJERCER (...)",3- *,30658939854,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,"01-INSTITUTO NACIONAL DE TECNOLOGÍA, NORMALIZACIÓN Y METROLOGIA","1- NUMERO DE OTORGAMIENTO DE MARCAS ONC. NUMERO DE CERTIFICACION DE PERSONAS, PRODUCTOS Y SISTEMAS OTORGADAS.NUMERO DE ENSAYOS Y ANALISIS LABORATORIALES OTORGADOS.NUMERO DE SERVICIOS DE VERIFICACION, FISCALIZACIÓN, CONTROL Y MUESTREO, REALIZADOS. NUMERO DE (...)",0- *,30252642193,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,4- *,30240879379,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,6- *,30036376536,,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"1- RECAUDACIONES INCREMENTADAS EN EL AMBITO DE MEDIANOS, PEQUEÑOS Y GRANDES CONTRIBUYENTES 5%
ASESORAR Y RECOMENDAR CURSOS DE ACCIÒN, QUE PERMITA EL MEJORAMIENTO ESTRUCTURAL DEL PAIS.
ESTUDIAR LOS EFECTOS DE LAS MEDIDAS DE POLITICAS ECONOMICAS SOBRE LA ECO (...)",2- SUBSECRETARIA DE ESTADO DE ECONOMIA,29529145934,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,18-SERVICIO NACIONAL DE CALIDAD Y SANIDAD VEGETAL Y DE SEMILLAS,"1- CONSIDERANDO QUE EL PAIS SE ENCUENTRA EN PROCESO DE FORTALECIMIENTO DE LA ECONOMIA NACIONAL, Y ESTA A SU VEZ SE FUNDAMENTA EN LA PRODUCCION AGRICOLA QUE LLEVA CONSIGO EL AUMENTO DE LA DEMANDA DE SERVICIO BRINDADO POR EL SENAVE, POR LO QUE SE REQUIERE PO (...)",1- *,28619033561,,,
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,1- *,2- *,28471482357,,,
13-PODER JUDICIAL,05-JURADO DE ENJUICIAMIENTO DE MAGISTRADOS,1- *,0- *,27550414829,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",56- *,27294153565,,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,2- *,27007587695,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",63- *,27003757201,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",68- *,26376823774,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",50- *,26339485097,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",37- *,26275401945,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,"2- *
","1- FORTALECER LA EDUCACION TECNICA AGRARIA, LA SEGURIDAD ALIMENTARIA, REDUCIR LA POBREZA Y ORGANIZAR A LA FAMILIA CAMPESINA.  FORTALECER EL MANEJ OY RECUPERACION DE LOS RECURSOS NATURALES.",26163850429,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,1- *,4- *,26123851778,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,5- *,25955817074,,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"2- - INSCRIPCIÒN Y EXPEDICIÓN DE CERTIFICADOS DE HECHOS VITALES (NACIMIENTOS, MATRIMONIOS, DEFUNCIONES)

",1- *,25840157012,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",45- *,25682889016,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",29- *,25546472676,,,
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,1- *,3- *,25475721373,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,15- *,25075176244,,,
27-ENTIDADES FINANCIERAS OFICIALES,03-CRÉDITO AGRÍCOLA DE HABILITACIÓN,"4- -REDUCCIÓN DEL TIEMPO DE PROCESAMIENTO DE PAGO DE LAS OBLIGACIONES CONTRAÍDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
",0- *,24999101221,,,
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,2- *,24792482679,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",35- *,24625917853,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,04-DIRECCIÓN DE BENEFICENCIA Y AYUDA SOCIAL,"1- CONSISTE EN UN SERVICIO DE ATENCION INDIVIDUALIZADA REALIZADA POR EL DEPARTAMENTO DE SERVICIO SOCIAL INDIVIDUAL PARA LA PROVISION DE INSUMOS COMO MARCAPASOS, MATERIALES TRAUMATOLOGICOS, MEDICAMENTOS ONCOLOGICOS, VALVULAS, ETC, Y/O AYUDA ECONOMICA. TRANS (...)",0- *,24453906257,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,14- *,24294993477,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,8- *,23823452833,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",60- *,23663257882,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,11- *,23558103595,,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,"2- -ESTUDIOS Y PROYECTOS ELABORADOS. 
-POLITICAS LEGISLATIVAS DE INTEGRACIÓN IMPLEMENTADAS.
-REUNIONES REALIZADAS CON OTROS PAISES.",0- *,23082368131,,,
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,1- *,"3- MEJORAR LA ORIENTACION DE LAS ACCIONES DE EN LA ATENCION DE LOS SERVICIOS SOCIALES DE PRIMERA NECESIDAD (OBRAS PUBLICAS) A TRAVES DE LA ADOPCION DE MECANISMOS DE PRIORIZACION DE OBJETIVOS SUPERLATIVOS Y ESTRATEGIAS, Y EL CONSTANTE RELEVAMIENTO, Y ANALIS (...)",23070102625,,,
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,"2- CONSISTE EN CAPACITAR PERMANENTEMENTE A LOS ACTORES EDUCATIVOS DEL DEPARTAMENTO, MONITOREAR Y EVALUAR LAS ACTIVIDADES PEDAGOGICAS, ADMINISTRATIVAS, TECNOLOGICAS, LA INVESTIGACION EDUCATIVA. ACOMPAÑAMIENTO A LOS PLANES Y PROGRAMAS DE APOYO, ORIENTADOS A  (...)",22866494680,,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,2- *,6- *,22651403253,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",49- *,22370942083,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",53- *,22323559365,,,
14-CONTRALORÍA GENERAL DE LA REPÚBLICA,01-CONTRALORÍA GENERAL DE LA REPÚBLICA,1- CONSISTE EN EJERCER EL CONTROL GUBERNAMENTAL MEDIANTE AUDITORIAS Y ACTIVIDADES DE CONTROL A TODOS LOS ORGANISMOS Y ENTIDADES DEL ESTADO.  MANTENER ACTUALIZADAS LA NORMATIVAS REFERENTES A LAS ACTIVIDADES DE CONTROL - AMPLIAR LA COBERTURA DEL EJERCICIO DE (...),1- SUBPROGRAMA ORIENTADO A LA EJECUCION DE ACTIVIDADES DE CONTROL GUBERNAMENTAL.,21991458040,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",47- *,21822919782,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",61- *,21778231541,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,3- *,7- *,21672811720,,,
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,1- *,1- *,21462377759,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,4- *,0- *,21446586867,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,16- *,"3- ES LA DEPENDENCIA QUE SE ENCARGA DEL CONTROL DE TODOS LOS EXPLOSIVOS QUE SE IMPORTAN, SU UTILIZACION EFECTIVA Y LAS CONDICIONES DE TRANSPORTE Y ALMACENAJE DE LOS MISMOS EN EL TERRITORIO NACIONAL.
IGUALMENTE SE PRETENDE LA REACTIVACION TOTAL DE LA PLANTA (...)",21439723561,,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,1- *,7- *,21316974806,,,
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,2- *,"1- INCORPORACIÓN DE LA POBLACIÓN A LOS PROCESOS DE DESARROLLO SOCIO-ECONOMICO Y AMBIENTAL DEL DPTO., BUSCANDO LA CREACIÓN DE ENTORNOS COMPETITIVOS PARA LAS EMPRESAS PRIVADAS, PARA LOS PRODUCTORES DEL DPTO.ETC.",21256384084,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",38- *,21251365308,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",36- *,21127089837,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,16- *,20870364789,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,2- *,20707560000,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,1- *,"0- ES EL PROCESO DE DISEÑO DE POLITICAS DE REDUCCION DE LA POBREZA E IMPLEMENTACION DE PROGRAMAS Y PROYECTOS QUE LA SAS DESARROLLA ATRAVEZ DE SUS UNIDADES, EN COORDINACION CON LOS GOBIERNOS DEPARTAMENTALES Y LOCALES, LAS ENTIDADES EJECUTORAS Y LOS ORGANISM (...)",20455063669,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,11-DIRECCION NACIONAL DE TRANSPORTE,"1- -IMPLEMENTAR SISTEMA DE CONTROL EN LAS DISTINTAS DEPENDENCIAS RELACIONADAS A LA RECUDACIÒN A FIN DE MEJORAR LOS INGRESOS EN UN MÌNIMO DEL 10% Y EN UN MÀXIMO DEL 20%
-CAPACITAR AL 40% DE LOS FUNCIONARIOS TANTO EN ÀREA ADMINISTRATIVA COMO OPERATIVA.
-MEJO (...)",0- *,20453389612,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",46- *,20047015231,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"1- -RECURSOS HUMANOS CAPACITADOS.
-REDUCCION DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.",0- *,19204600028,,,
