nivel,entidad,programa,subprograma,monto
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"2- -MEJORAR LAS CONDICIONES DE SALUD DE LA POBLACIÓN ASIGNADA A NIVEL NACIONAL, MEDIANTE ACCIONES DE PROMOCIÓN, PREVENCIÓN, CONSULTAS E INTERNACIONES.","9- ATENCIÓN BÁSICA DE CALIDAD A USUARIOS INDÍGENAS QUE LLEGAN A LA INSTITUCIÓN, DANDO RESPUESTA A LOS PROBLEMAS QUE EN ESTE NIVEL DE COMPLEJIDAD SE PUEDAN RESOLVER.
CONTAR CON UN BUEN SISTEMA DE DERIVACIÓN PARA PACIENTES QUE NECESITEN MAYOR COMPLEJIDAD (CI (...)",88317774300
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,31- *,0- *,87873466476
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,15- REDUCCION DE OPERACIONES ILICITAS REALIZADAS.,0- *,87137930400
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,"4- - ACTIVIDADES DE COORDINACIÓN Y ADMINISTRACIÓN DE LOS PROYECTOS Y PROGRAMAS  REALIZADOS CON EFICIENCIA.
- INFORMES DE AVANCES DE PROYECTOS PRESENTADOS EN FORMA OPORTUNA.
",0- LA DINCAP TIENE COMO OBJETIVO LA COORDINACION Y ADMINISTRACION DE PROGRAMAS Y  PROYECTOS SEGUN CONVENIOS DE PRESTAMOS Y DE DONACION Y CUMPLIR A CABALIDAD LAS METAS ESTABLECIDAS EN LOS PLANES OPERATIVOS.,87013436196
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,21-SECRETARÍA DEL AMBIENTE,3- *,0- *,86063861172
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,21-SECRETARÍA DEL AMBIENTE,4- *,0- *,85426312896
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,08-FONDO NACIONAL DE LA CULTURA Y LAS ARTES,1- *,0- *,85273698768
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- CONTRIBUIR CON LA EDUCACIÓN UNIVERSITARIA EN LA FORMACIÓN DE RECURSOS HUMANOS CAPACES DE INTERACTUAR,0- *,84361075656
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"14- PLANES Y PROGRAMAS DE DESARROLLO TURISTICOS IMPLEMENTADOS,.
FERIAS Y EVENTOS TURISTICOS NACIONALES E INTERNACIONALES REALIZADOS",3- *,84012943980
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,2- *,0- *,81801732108
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,06-INSTITUTO PARAGUAYO DEL INDÍGENA,"1- - ORGANIGRAMA ACTUALIZADO 
- REGLAMENTO INTERNO APROBADO
- MANUAL DE FUNCIONES Y PROCEDIMIENTOS ELABORADO.
- FUNCIONARIOS CAPACITADOS.
",0- *,80914822920
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,7- *,80102215128
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,1- *,14- *,80102215128
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,2- *,5- *,80102215128
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"4- - DAR CUMPLIMIENTO A LAS FUNCIONES ESTIPULADAS EN LA LEY 426/94
- APOYO LOGÍSTICO PARA EL PROGRAMA
- APORTE A CONSEJO DE GOBERNADORES",0- *,80098252452
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,8- *,0- *,79861117620
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,30- *,79082163888
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"23- - DISCIPLINAS DEPORTIVAS FOMENTADAS
- 52 INSTITUCIONES DEPORTIVAS APOYADAS ECONOMICAMENTE
- PROFESIONALES CONTRATADOS PARA LA DIFUSIÓN Y CONCIENTIZACIÓN DEPORTIVA.",5- *,78871063704
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,14- *,1- *,78483539136
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,"7- - EDIFICIOS PÚBLICOS MEJORADOS, CONSERVADOS, MANTENIDOS, REPARADOS  Y   RESTAURADOS. 
- FUNCIONAMIENTO DE LAS DISTINTAS DEPENDENCIAS DE LA DIRECCIÓN DE   OBRAS PÚBLICAS (ARQUITECTURA, AGRIMENSURA Y GEODESIO, AVALÚO OFIC.,   ETC) LOGRADO.
- TESORO ARTÍST (...)",0- *,78465919752
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"16- FORMULACION DE POLITICAS DE ESTADO, PLANES, PROGRAMAS Y PROYECTOS COMO INSTRUMENTOS Y ESTRATEGIAS DE DESARROLLO DE LA CIENCIA, LA TECNOLOGIA, INNOVACION Y CALIDAD DISEÑADOS, VALIDADOS Y EN PROCESO DE IMPLEMENTACIÓN EN CONCORDANCIA CON LOS PLANES NACION (...)",0- *,77206201932
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"7- -PROMOCIONES Y PREVENCIONES REALIZADAS.
-CONSULTA E INVESTIGACIONES CONCLUIDAS.
-CAPACITACIONES REALIZADAS","9- CREACION DE LA ENTIDAD R.S.G. Nº 613/99 - 
PREVENCION, DIAGNOSTICO, PROMOCION, PROFILAXIS OPORTUNA, VIGILANCIA DE CASOS Y APLICACION DE MEDIDAS DE CONTROL",77020830888
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,13-ENTE REGULADOR DE SERVICIOS SANITARIOS,"1- -REGLAMENTOS COMPLEMENTARIOS ELABORADOS.
-TABLA DE VALORES TARIFARIOS IMPLEMENTADOS.",0- *,76901660088
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,16- - ALUMNOS FORMADOS EN EL AREA MUSICAL Y ARTISTICA,1- *,76789419996
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,2- *,3- *,75381377340
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,3- *,7- *,75207415524
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,19- *,1- *,74538700104
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,17- 0,1- *,74071249008
12-PODER EJECUTIVO,04-MINISTERIO DE RELACIONES EXTERIORES,"1- - PERSONAL DIPLOMÁTICO Y CONSULAR CAPACITADO.
- PERSONAL ADMINISTRATIVO, TÉCNICO Y GENERAL CAPACITADO.
- HITOS CONTROLADOS Y KILÓMETROS DEMARCADOS.
- DOCUMENTOS REGISTRADOS.

","3- EMITIR, RENOVAR Y REGISTRAR LOS PASAPORTES DIPLOMATICOS Y OFICIALES, ASÍ COMO LEGALIZAR TODO TIPO DE DOCUMENTOS NACIONALES Y EXTRANJEROS",73286216748
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,3- *,5- *,73004982780
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"11- - UNIDADES, DESTACMENTOS Y PUESTOS MILITARES.
- CUSTODIAR LA FRONTERA TERRESTRE.
- PRESERVAR LA ECOLOGIA 
- DEFENDER A LAS AUTORIDADES LEGITIMAMENTE CONSTITUIDAS 
- INSTRUIR Y ENTRENAR A JOVENES EN EL SERVICIO MILITAR OBLIGATORIO.

",0- *,72679147632
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,6- *,11- *,72631670100
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,72471094476
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,"9- SESIONES ORDINARIAS Y EXTRAORDINARIAS REALIZADAS, HORAS TRABAJADAS, DICTÁMENES PRODUCIDOS.",0- *,72382330164
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,1- FORMACIÓN DE PROFESIONALES CON ALTO VALOR HUMANO Y ÉTICA PROFESIONAL.. ESPÍRITU CRÍTICO FRENTE AL CONOCIMIENTO. INCORPORACIÓN DE APORTES QUE LA CIENCIA Y LA TÉCNICA OFRECEN A LA PRÁCTICA.,0- *,72240863400
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,3- *,72015300000
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"7- -PROMOCIONES Y PREVENCIONES REALIZADAS.
-CONSULTA E INVESTIGACIONES CONCLUIDAS.
-CAPACITACIONES REALIZADAS",16- *,72000000000
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,3- *,8- *,71872434192
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,19- *,0- *,70274393964
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,2- -DESARROLLO DEL 100 % DEL PLAN CURRICULAR.,0- *,69644163060
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,7- - CUMPLIR EN FORMA EFICIENTE LA MISION ASIGNADA POR LA CONSTITUCION NACIONAL Y LAS LEYES.,"1- EL COMANDO LOGISTICO COMPONENTE DE LAS FFMM, CREADO PARA ARMONIZAR Y COORDINAR EL APOYO LOGISTICO A LAS UNIDADDES DEL EJERCITO Y MEDIANTE ORDEN A LAS DEMÁS UNIDADES DE LAS FFMM, A TRAVÈS DEL CUARTEL GENERAL Y LAS DISTINTAS DIRECCIONES DE SERVICIOS COMPO (...)",69616882332
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"4- -REGLAMENTACION ACADEMICA REVISADA Y APROBADA.
-SISTEMA DE MEJORAMIENTO CONTINUO DE CATEDRAS A TRAVES DE LA EVALUACION DEL DESEMPEÑO DOCENTE, IMPLEMENTADO.
-CAPACITACION PORFESIONAL EN DIDACTIVA Y EVALUACION, REALIZADOS.
-UNIDAD DE COORDINACION DE CAPAC (...)","1- PROFESIONALES FORMADOS. GESTION ADMINISTRATIVA, ACADEMICA Y FINANCIERA DE FIUNA MEJORADAS.",68878428156
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,"1- SON LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL, VOLVER A SUS PRODUCTOS Y SUBPRODUCTOS MAS COMPETITIVOS GARANTIZANDO SU INOCUIDAD PARA EL CONSUM (...)","2- EN CASO DE OCURRENCIA DE UN FOCO DE FIEBRE AFTOSA EN BOVINOS SE DECLARA EMERGENCIA SANITARIA ANIMAL Y SE ACTIVA EL SINAESA, RESPONSABLE DE LA COORDINACION DE TODAS LAS ACCIONES RELATIVAS AL TEMA",68679085140
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,7- GESTION DEL PODER EJECUTIVO AUDITADAS Y CONTROLADAS.,0- *,68485039116
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,1- FORMACION DE ALUMNOS DE POSGRADO. CANTIDAD DE EGRESADOS POR AÑO.,"2- COORDINAR LAS AREAS ACADEMICAS, INVESTIGACION Y EXTENSION",68081180160
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,"1- -REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,67987677348
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,4- *,0- *,67538773800
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,"1- CONOCER LA REALIDAD DE LA SALUD BUCO DENTAL DE SU COMUNIDAD. ASUMIR UNA CONDUCTA ÉTICA Y MORAL FRENTE AL PACIENTE, EL EQUIPO DE SALUD, LA COMUNIDAD, RESPETANDO LA DIGNIDAD Y PRIVACIDAD DE LAS PERSONAS. INTEPRETAR, INTERVENIER Y CONTRIBUIR, EN EL MARCO D (...)",0- *,67506878748
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,2- *,1- *,66947901924
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,2- TOTAL DE ALUMNOS FORMADOS EN INGENIERIA POR AÑO.,"1- SE DESARROLLA EL  SUBPROGRAMA PARA SATISFACER NECESIDADES SOCIO-ECONÓMICAS DE LA REGIÓN POR MEDIO DEL DESARROLLO DE ACTIVIDADES ACADÉMICAS DE FORMACIÓN A NIVEL SUPERIOR.
SE BUSCA LA GENERACION DE CONOCIMIENTOS E INNOVACIONES TECNOLOGICAS DE TAL FORMA A  (...)",66730828320
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,3- *,"22- OBTENER, PROCESAR,ALMACENAR, SIMINISTRAR Y TAMIZAR LA SANGRE SEGURA Y OPORTUNA A LA RED DE SERVICIOS DE SANGRE , COMO ASÍ TAMBIÉN PROMOCIONAR LA DONACIÓN VOLUNTARIA DE SANGRE.",66653144460
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,28- *,66652579872
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,3- *,1- *,66056630172
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,21-SECRETARÍA DEL AMBIENTE,2- *,0- *,65631855720
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,6- *,"3- EL PROGRAMA DE DESARROLLO AGRICOLA DE LA REGION ORIENTAL DEL PARAGUAY, MAS CONOCIDO COMO PROGRAMA 2KR, SE BASAMENTA EN LA LEY NO. 748/79 DEL 17 DE JULIO DE 1979, QUE APRUEBA EL ACUERDO SOBRE COOPERACION TECNICA ENTRE EL GOBIERNO DE LA REPUBLICA DEL PARA (...)",65621915508
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,2- *,65463576588
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"14- -EFICIENCIA EN LA ADMINISTRACION DE LOS RECURSOS HUMANOS, FINANCIEROS Y MATERIALES.
",0- 0,65349840708
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,5- ACRECENTAR EN UN 20 % LA CAPTACION DE ALUMNOS EN LAS DISTINTAS CARRERAS DE LA FACULTAD.,0- *,65326772184
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,3- *,10- *,64937924772
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,"1- -REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,64775827776
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,5- TOTAL DE ALUMNOS FORMADOS EN LAS AREAS DE CIENCIAS SOCIALES Y CULTURA GUARANI POR AÑO.,"3- FORMAR PROFESIONALES IDONEOS PARA EL MERCADO LABORAL, COMPROMETIDOS CON LA REALIDAD DE LA REGIÓN Y EL PAÍS.",64736225784
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,3- *,64690075296
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,16- - ALUMNOS FORMADOS EN EL AREA MUSICAL Y ARTISTICA,2- *,64533160296
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"6- - 45.000 PARTICIPACIONES EN FUNCION AL CUMPLIMIENTO DE LAS NORMAS LABORALES (MEDIACIÓN, CONCILIACIÓN Y ARBITRAJE, INSPECCIONES DE HIGIENE Y SEGURIDAD",2- *,64461840000
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,"01-INSTITUTO NACIONAL DE TECNOLOGÍA, NORMALIZACIÓN Y METROLOGIA","1- CONSISTE EN EL ESTUDIO, APROBACION Y DIFUSION DE LAS NORMAS TECNICAS. REALIZACION DEL CONTROL METROLOGICO POR PARTE DEL ESTADO DE LOS INSTRUMENTOS REGLAMENTADOS Y MEDIDAS, ASI COMO EN LOS SERVICIOS DE CALIBRACION DE INSTRUMENTOS DE MEDICION Y MEDIDAS. 
 (...)","1- CONSISTE EN ORGANIZAR Y COORDINAR LOS COMITÉS TÉCNICOS INTEGRADOS POR REPRESENTANTES DEL SECTOR PUBLICO Y PRIVADO PARA EL ESTUDIO, APROBACIÓN, DIFUSIÓN DE LAS NORMAS TÉCNICAS Y  PARA LA CAPACITACIÓN UTILIZANDO LAS NORMAS TÉCNICAS; PROVEER DE INFORMACION (...)",63922115148
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"7- -PROMOCIONES Y PREVENCIONES REALIZADAS.
-CONSULTA E INVESTIGACIONES CONCLUIDAS.
-CAPACITACIONES REALIZADAS","10- PREVENCIÓN,PROMOCIÒN, CONTROL, VIGILANCIA Y EVALUACIÓN DE LAS ENFERMEDADES CARDIOVASCULARES.  EL INPCARD FUE CREADO POR RESOLUCIÓN 426/98.",63532282596
25-EMPRESAS PÚBLICAS,05-DIRECCIÓN NACIONAL DE AERONAÚTICA CIVIL,4- *,0- *,62207118960
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,22- *,0- *,62036915148
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"5- -PERSONAS INFORMADAS, CAPACITADAS Y ATENDIDAS.
-PROMOCIONES, PREVENCIONES Y CONSULTAS REALIZADAS.","3- NORMATIZAR, PROMOVER, PROTEGER, ATENDER Y MANTENER LA SALUD BUCO DENTAL Y DISMINUIR  LA MORBILIDAD POR CARIES DENTAL Y PERIODONTOPATÍAS, CON PRIORIDAD PARA ESCOLARES (NIÑO/A 5-14 AÑOS) Y EMBARAZADAS; Y ADEMÁS DE CONTRIBUIR AL DESARROLLO DE LOS  SERVICIO (...)",61907975952
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,9- *,1- *,61811422020
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,"1- -REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVAS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,60727956240
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,3- *,19- CAPTA Y DIAGNOSTICA  AL PACIENTE PARA LA CIRUGIA DE CATARATAS Y SU TRATAMIENTO.,60231095844
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,1- *,2- *,60098215056
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,4- LA COORDINACIÓN INTERINSTITUCIONAL ADMINISTRATIVA Y FINANCIERA A LOS PROGRAMAS Y PROYECTOS EJECUTADOS POR LA SAS.,4- *,60060521676
15-DEFENSORÍA DEL PUEBLO,02-COM. NAC. DE PREV. CONTRA LA TORTURA Y OTROS TRATOS O PENAS.,1- CANTIDAD DE CASOS ATENDIDOS,0- 0,60000000000
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,1- *,59441101884
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,"15- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA C (...)",0- *,59197133748
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,"12- - PROCESOS ADMINISTRATIVOS COORDINADOS.
- INFORMES ADMINISTRATIVOS SUMINISTRADOS.
- ESTUDIOS Y PLANES DE CORTO, MEDIANO Y LARGO PLAZO, PARA EL   DESARROLLO INTEGRAL DEL TRANSPORTE NACIONAL E INTERNACIONAL   REALIZADOS
- PROYECTOS DE TRANSPORTE IDENTIFI (...)",0- *,58890721848
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,3- *,6- *,58734767184
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,5- SNPPI INSTALADO Y FORTALECIDO. FORTALECIMIENTO DEL CAPITAL SOCIAL.,2- *,58527759540
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,3- *,13- *,58515249000
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"17- -EFICIENTE ADMINISTRACION DE LOS RECURSOS HUMANOS, MATERIALES Y FINANCIEROS DISPONIBLES.
-NIVEL DE COORDINACION, SUPERVISION Y APOYO A TODAS LAS ACTIVIDADES DE LAS DEPENDENCIAS QUE FORMAN PARTE DE LA ESTRUCTURA ORGANICA DEL COLEGIO.
-ALTERNATIVAS EMPLE (...)",0- 00,58483782396
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",7- REMODELACION EDILICIA DEL SISTEMA EDUCACIONAL,58181690112
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,3- *,1- *,58082829540
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"20- -TIEMPO Y AGILIDAD DE LOS TRAMITES ADMINISTRATIVOS.
-DOTACION DE INSUMOS EN TIEMPO Y FORMA OPORTUNA.
-NIVELES DE EFICIENCIA ADMINISTRATIVA.",0- *,57892339668
25-EMPRESAS PÚBLICAS,05-DIRECCIÓN NACIONAL DE AERONAÚTICA CIVIL,"1- - PERS. TECN. DE DIVERS. AEREAS DE LA DINAC. CAPAC. Y ACTUALIZADOS.
- VUELOS Y SOBREVUELOS SEG. Y EFIC. CON EQUIPOS RECUP.Y RENOV. CON RECURSOS HUMANOS CAPACITADOS.
- PRESTAR LOS SERV. REQUER. PARA SATISF. LAS NECES. DE LAS DISTINTAS ACTIV. DEPEND. DE L (...)",1- *,57353594220
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,9- VIVIENDAS ENCUESTADAS,7- *,56978573700
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,9- *,0- *,56738339532
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,23- *,0- *,56151674316
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,3- *,9- *,55316755428
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,14-INSTITUTO NACIONAL DE COOPERATIVISMO,1- *,0- *,55157079696
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,"3- -AMPLIAR LA CAPTACION DE ALUMNOS EN LA FACULTAD
-BRINDAR ASISTENCIA TECNICA AL DEPARTAMENTO.

",0- *,55096927356
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,4- *,1- *,55096505868
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,5- -ACTIVIDADES COORDINADAS Y REALIZADAS PARA LA DEFENSA AMBIENTAL,0- *,54875337132
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,24- *,0- *,54611456808
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,7- *,54432465360
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,1- *,1- *,54090317376
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"7- -PROMOCIONES Y PREVENCIONES REALIZADAS.
-CONSULTA E INVESTIGACIONES CONCLUIDAS.
-CAPACITACIONES REALIZADAS","6- -PREVENIR LA EXPANSIÓN DEL VIH/SIDA-ITS ESPECIALMENTE EN LA POBLACIÓN MÁS VULNERABLE
-MEJORAR EL ACCESO AL TRATAMIENTO Y ATENCIÓN INTEGRAL DE LAS PVVS.",54044063772
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,15- *,0- *,53391401124
22-GOBIERNOS DEPARTAMENTALES,11-GOBIERNO DEPARTAMENTAL DE CENTRAL,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,53353008960
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,5- *,1- *,53280605820
27-ENTIDADES FINANCIERAS OFICIALES,01-BANCO NACIONAL DE FOMENTO (BNF),1- *,0- *,52593463800
